순번,단지명,회사명,대표자명,공장대표주소(지번),대표업종번호,업종명,전화번호,생산품,용지면적,건축면적,위도,경도
819,,엘케이(LK)산업,이권○,경상북도 영천시 청통면 보성리 544-1번지 외 2필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,자동차방음 및 단열재(부직포),2929,993.5,35.99494338,128.84629925
820,,엠피시,김종○,경상북도 영천시 대창면 대창리 964번지,25924,절삭가공 및 유사처리업,054-336-5253,"비금속(알루미늄판,동판)절삭 및 절단제품",2850,1368.31,35.87336322,128.89260662
821,,영광정공,나성○,경상북도 영천시 대창면 사리리 199-5번지 외 1필지,25929,그 외 기타 금속가공업,054-336-9934,자동차 및 기계부품 등,1895,554.2,,
822,,영광팩,이상○,경상북도 영천시 채신동  656-11번지,29191,"용기 세척, 포장 및 충전기 제조업",054-331-3936,각종포장용기계,3083,579,35.90572528,128.95129072
823,,영남산업사,민병○,경상북도 영천시 금호읍 오계리 85-1번지,22259,기타 플라스틱 발포 성형제품 제조업,054-336-2522,수도배관 보완재,4701,1652.6,35.91168662,128.89004029
824,,영남석물,김영○,경상북도 영천시 도동 585-1번지 외 2필지,23919,기타 석제품 제조업,054-333-5003,석물,1656,367,35.94278151,128.92550694
825,,영남파렛트,최경○,경상북도 영천시 도남동 709-29번지 외 3필지,16231,목재 깔판류 및 기타 적재판 제조업,054-332-1191,목재파레트,3582,976.4,,
826,,영동그린산업,김용○,경상북도 영천시 고경면 동도리 70번지,38321,비금속류 해체 및 선별업 외 1 종,054-336-5678,"PE,PP재생가공원료",4706,1723.33,35.99974135,129.05827771
827,,영신정미소,김태○,경상북도 영천시 화산면 유성리 231번지 외 1필지,10511,곡물 도정업,054-0335-8800,곡물도정,8139,4254.72,36.01909812,128.86322183
828,,영일공업사,최잠○,경상북도 영천시 성내동 175-3번지,29131,액체 펌프 제조업,054-333-6718,동력분무기 펌프,323,184.53,35.96398330,128.92502353
829,,영재산업,남현○,경상북도 영천시 청통면 신덕리 468,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,,금속재 파레트,,700,35.97930871,128.86353483
830,,영재시스템,조현○,경상북도 영천시 임고면 매호리 917-2 외 1필지,29172,가정용 및 산업용 공기 조화장치 제조업 외 3 종,054-334-9393,"공기순환장치(전열교환기), 산업용 송풍기 외,무대기계장치",,605.68,36.00914197,128.96121460
831,,영진글로벌,정순○,경상북도 영천시 청통면 애련리 351번지,13104,연사 및 가공사 제조업,,원사 임가공,2595,983.2,35.99601172,128.80232868
832,,영진산업,이명○,경상북도 영천시 청통면 우천리 532-1번지,13104,연사 및 가공사 제조업,054-336-0558,연사,2061,632.14,35.98266157,128.86520271
833,,영진텍스타일,곽순○,경상북도 영천시 임고면 매호리 681-1번지 외 1필지,13222,자수제품 및 자수용재료 제조업 외 1 종,,자수레이스,4902,1576.35,35.99586116,128.96770774
834,,영창바이오,김정○,경상북도 영천시 오수동  409-22번지 외 1필지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,,"유기질비료, 혼합유기질비료",4117,3175,35.95074056,128.91903926
835,,영창산업,지정○,경상북도 영천시 대창면 사리리 315-1번지,25921,금속 열처리업,054-336-3900,금속열처리,4334,1855.28,35.87883061,128.87479526
836,,영창영농조합법인,김정○,경상북도 영천시 오수동  409-3번지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-0334-2233,유박비료 및 퇴비,3934,1593.31,35.95009252,128.91916016
837,,영천산업자원,손진○,경상북도 영천시 완산동 852번지,25113,육상 금속 골조 구조재 제조업 외 1 종,,철강기자재(건축용),1610,321.75,35.95868161,128.94636861
838,,영천생약영농조합법인,현유○,경상북도 영천시 매산동 734번지,10892,차류 가공업 외 6 종,054-0336-3939,한약재 가공품,4235,940.66,36.01832481,128.91911017
839,,영천석물,김만○,경상북도 영천시 도동 585-12번지,23919,기타 석제품 제조업,054-332-7306,석물,1983,304.5,35.94227228,128.92521724
840,,영천양잠농업협동조합,최필○,경상북도 영천시 고경면 가수리 486-7번지 외 10필지,10896,건강보조용 액화식품 제조업 외 3 종,054-334-2971,"뽕잎,뽕잎국수,감잎,솔잎차 및 누에분말, 오디잼 제조",5806,3063.35,36.00283166,129.07629069
841,,영천엔지니어링,안효○,경상북도 영천시 금노동 397-1번지,29241,건설 및 채광용 기계장비 제조업,054-338-6121,건설기계부품 제조 및 정비,992,319.2,35.95245960,128.93153236
842,,영천축산업협동조합경제사업장간이지점,김진○,경상북도 영천시 오미동 799-1 외 1필지,10901,반려동물용 사료 제조업 외 2 종,054-333-1801,TMF 사표,9757,4819.17,36.00221861,128.92314690
843,,영천축산업협동조합경제사업장간이지점(2공장),김진○,경상북도 영천시 오미동 1438,10901,반려동물용 사료 제조업 외 2 종,054-333-1801,조사료,4079,1172.7,36.00258429,128.92397375
844,,영풍약제개발(주),류현○,경상북도 영천시 오수동 207-2,25991,금속 캔 및 기타 포장용기 제조업,,병마개,2045,807.07,35.95810154,128.91788724
845,,영풍축산영농조합법인,이영○,경상북도 영천시 도남동 693번지 외 2필지,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,054-336-0891,육지동물고기가공품,3530,663,35.92799187,128.93011463
846,,영화훼라이트(주),오창○,경상북도 영천시 화산면 연계리 621-7번지 외 2필지,26299,그 외 기타 전자부품 제조업 외 1 종,054-0335-2580,훼라이트코어,10870,5143.44,36.02123453,128.83672915
847,,영흥기계제작소,김관○,경상북도 영천시 북안면 임포리 154-18번지 외 2필지,25113,육상 금속 골조 구조재 제조업,053-382-6875,철강기자재,3578,433.3,35.92159988,129.01669213
848,,영흥분무기,김은○,경상북도 영천시 성내동  179-11번지,29210,농업 및 임업용 기계 제조업,054-334-2488,농업용 동력분무기 및 고압펌프,208,69.42,35.96487932,128.92604132
849,,예건정밀,이왕○,경상북도 영천시 청통면 송천리 578번지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,자동차엔진오일순환용 관,886,353.01,35.97695149,128.81486022
850,,예스산업,김은○,경상북도 영천시 금호읍 오계리 46-12번지,22241,운송장비 조립용 플라스틱제품 제조업,054-338-2620,자동차 실내등 외관제품,890,561.8,35.91619521,128.88595820
851,,오성섬유,권순○,경상북도 영천시 망정동 8-15번지,13104,연사 및 가공사 제조업,054-333-0669,가공사,6015,3648.97,35.98427516,128.95884431
852,,오성케미칼(주),이종○,경상북도 영천시 금호읍 삼호리 108번지,20411,일반용 도료 및 관련제품 제조업,054-332-5568,페인트,2978,608.5,35.91327337,128.88199153
853,,옥진식품,안경○,경상북도 영천시 화북면 옥계리 337-0번지,10212,수산동물 건조 및 염장품 제조업,054-337-2566,멸치젖,2804,1072,36.12098726,128.93476050
854,,온누리축산주식회사,신재○,경상북도 영천시 도남동 425-2 외 1필지,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),054-332-9200,"포장육(소, 돼지)",2517,1315.55,35.93210653,128.93468142
855,,온리허브,상희○,경상북도 영천시 청통면 애련리 389번지 외 1필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업 외 1 종,,"돼지감자차,대추차,한방차",544,214.27,36.00008832,128.79788952
856,,와이디텍스타일(주),정옥○,경상북도 영천시 북안면 송포리 289번지,13213,화학섬유직물 직조업,054-0336-2501,폴리에스텔,8191,4068,35.94203570,128.97943705
857,,와이앤디알,이동○,경상북도 영천시 대창면 강회리 264번지 외 4필지,28123,배전반 및 전기 자동제어반 제조업 외 1 종,,"산업용 배전반, 로봇 자동화 제어장치",2139,600.24,35.89319130,128.88266429
858,,용라이트,정현○,경상북도 영천시 금호읍 냉천리 406-10 1층,28422,일반용 전기 조명장치 제조업,054-335-3557,LED경관조명기구,,35.25,35.93466410,128.88483047
859,,우리손푸드,손상○,경상북도 영천시 금호읍 오계리 348,10519,기타 곡물 가공품 제조업 외 1 종,054-706-7015,"보리떡믹스, 콩가루",3313,624,35.90310377,128.88703236
860,,우리아스콘(주),손혜○,경상북도 영천시 고경면 삼산리 166-11,23991,아스팔트 콘크리트 및 혼합제품 제조업,054-337-1888,아스콘,3155,432.71,35.99507893,129.09229118
861,,우리유통,오창○,경상북도 영천시 금호읍 남성리 141-6,10832,천연 및 혼합조제 조미료 제조업,,고추가루,4243,976.4,35.89305542,128.87899504
862,,우리휀스철망(주),김경○,경상북도 영천시 고경면 동도리 82-0,25944,금속선 가공제품 제조업 외 1 종,054-336-8900,"금속가공제품 철망, 돌망태",2290,938.71,35.99904306,129.05803117
863,,우림섬유,조현○,경상북도 영천시 청통면 우천리 1103-1번지,13104,연사 및 가공사 제조업,054-337-9450,연사,1426,793.95,35.98591432,128.86466857
864,,우석클린(주),김학○,경상북도 영천시 채신동  657-1번지,38311,금속류 해체 및 선별업 외 3 종,054-336-8999,"철강,비철금속 플라스틱재생원료생산",2492,762,35.90465359,128.95032243
865,,우성석재,우종○,경상북도 영천시 북안면 송포리 271-3번지,23919,기타 석제품 제조업,054-334-4503,석재성형가공품,2065,620.04,35.94231081,128.98101192
866,,우성석재(제2공장),우종○,경상북도 영천시 북안면 송포리 347번지 외 1필지,23911,건설용 석제품 제조업 외 1 종,054-333-4503,"건설 및 기타 가공석제품, 건설 및 기타 가공석제품",836,136,35.94245888,128.98033644
867,,우성연사,박경○,경상북도 영천시 대창면 사리리 524-9번지,20501,합성섬유 제조업,054-332-3763,합성섬유,1532,863.46,35.88051289,128.86435981
868,,우신텍스(TEX),전경○,경상북도 영천시 화산면 삼부리 347-4번지,13104,연사 및 가공사 제조업,,연사,2783,1338.83,36.00821155,128.87639911
869,,우양농산,이정○,경상북도 영천시 대창면 오길리 960-5 번지 외 1필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,,깐양파,2989,860.9,35.86510768,128.92090911
870,,우일스틸,박준○,경상북도 영천시 대창면 사리리 524-7,24132,강관 제조업,054-335-0904,농자재 (농작물지지대),1531,742.64,35.88055541,128.86346830
871,,우정섬유,남정○,경상북도 영천시 망정동 11-8,13104,연사 및 가공사 제조업,054-337-8633,연사,,2058,35.98335268,128.95899643
872,,우진세라믹,김영○,경상북도 영천시 오미동 995-2번지 외 1필지,23211,정형 내화 요업제품 제조업 외 1 종,,전자기용 세라믹원료,1915,521.8,35.99525676,128.92843933
873,,우천산업,박진○,경상북도 영천시 청통면 우천리 799-0번지 외 2필지,38321,비금속류 해체 및 선별업 외 1 종,054-337-1320,HIPS칩,2025,844.26,35.99168558,128.86574953
874,,욱일산업(주),김광○,경상북도 영천시 대창면 사리리 760-4번지 외 4필지,30399,그 외 자동차용 신품 부품 제조업 외 1 종,054-337-1015,"브라켓,휄카바등",8712,4403.17,35.87030586,128.86621949
875,,원경산업,최두○,경상북도 영천시 대창면 사리리 105-1번지,22232,포장용 플라스틱 성형용기 제조업,,"플라스틱 도시락, 그룻, 접시 및 일회용 용기제조",3352,1584.94,35.88113295,128.88494873
876,,원동정밀,강성○,경상북도 영천시 임고면 양평리 539번지 외 1필지,25929,그 외 기타 금속가공업 외 1 종,054-331-4700,"철강설비부품, 특수밸브부품",2924,864,36.02866451,128.98411324
877,,원신그레이팅,김춘○,경상북도 영천시 대창면 강회리 248-1번지,16229,기타 건축용 나무제품 제조업 외 1 종,054-706-7220,"벽패널, 칸막이,알루미늄 박판, 몰딩",1671,466.7,35.89208787,128.88305792
878,,월드허브(주),정동○,경상북도 영천시 화산면 삼부리 350-1번지,21220,한의약품 제조업,054-334-1715,감초 등,800,280,36.00839252,128.87679245
879,,월산요,정용○,경상북도 영천시 화남면 죽곡리 862-1번지,23222,위생용 및 산업용 도자기 제조업,,장식용토기,981,250.79,36.05448643,128.95356063
880,,웰니스,강태○,경상북도 영천시 고경면 차당리 710-16 A동,22299,그 외 기타 플라스틱 제품 제조업,,인조잔디,,330,35.99231050,129.05377929
881,,웰리너스,진옥○,경상북도 영천시 청통면 우천리 70 외 2필지,10892,차류 가공업 외 1 종,,"한방차, 건강기능식품",3928,717.71,35.99626098,128.87825973
882,,웰리온소금,박미○,경상북도 영천시 신녕면 완전리 70-3번지,10831,"식초, 발효 및 화학 조미료 제조업 외 1 종",054-336-5555,"조제소금,감미용조제품",4084,1849.16,36.03022270,128.80265050
883,,위즈테크,김광○,경상북도 영천시 금호읍 오계리 46-17번지,29293,주형 및 금형 제조업,054-338-3056,자동차 금형,1157,665.01,35.91669201,128.88589812
884,,윈코(WINCO),이연○,경상북도 영천시 대창면 사리리 470번지 외 1필지,23121,"1차 유리제품, 유리섬유 및 광학용 유리 제조업",053-856-6747,건축자재용 및 차음재등의 유리섬유 매트 제조,5326,2267.93,35.88164793,128.86858120
885,,유니코브(주),이정○,경상북도 영천시 대창면 강회리 474번지,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,054-336-5536,"콘크리트수로관, 맨홀 등",6173,1201.12,35.89830551,128.88454922
886,,유니테크(주),유영○,경상북도 영천시 화남면 금호리 1042-6번지,29133,"탭, 밸브 및 유사장치 제조업 외 1 종",,"산업용 탭,밸브",8265,1744.5,36.07163903,128.90395496
887,,유성바이오,상숙○,경상북도 영천시 대창면 구지리 1012번지 외 1필지,10411,동물성 유지 제조업 외 1 종,054-0336-0551,"동물성유지, 수지박",4567,1353.08,35.86970299,128.87949883
888,,유성하이테크(주),김국○,경상북도 영천시 신기동  281-1번지 외 1필지,25941,볼트 및 너트류 제조업 외 2 종,054-336-5678,"볼트,너트",9361,3997.69,35.99071736,128.95898344
889,,유성하이테크(주)2공장,김국○,경상북도 영천시 신기동 282-10번지,30331,자동차용 신품 동력전달장치 제조업,054-336-5678,변속기 부품,3531,2341.86,35.99042372,128.95830758
890,,유신벽돌,김종○,경상북도 영천시 오미동 935-1번지 외 1필지,23324,"콘크리트 타일, 기와, 벽돌 및 블록 제조업 외 1 종",,벽돌,1426,173.87,35.99525225,128.92537061
891,영천본촌농공단지,유신포장공업(주),박문○,경상북도 영천시 본촌동 438번지,17211,골판지 제조업 외 1 종,054-336-3434,골판지상자,10372.3,5141.71,35.91911530,128.95270697
892,,유진연사,유성○,경상북도 영천시 청통면 우천리 67-1번지,13104,연사 및 가공사 제조업,054-0332-1152,연사제조,3564,1149.58,35.99603923,128.87903539
893,,유진정밀(주),임종○,경상북도 영천시 임고면 매호리 450번지,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-8915,"크로스멤버류,엔진스포트",9548,5133.39,35.99232749,128.96562199
894,,유진정밀(주),현재○,경상북도 영천시 도남동 704-3번지 외 3필지,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-330-8911,"암 앗세이류, 크로스멤버류",13347,10510.5,35.92700455,128.93398825
895,,유창산업,김성○,경상북도 영천시 대창면 사리리 320-2 외 2필지,25113,육상 금속 골조 구조재 제조업,054-335-7791,샌드위치판넬 부자재,1653,654.63,35.87894468,128.87771762
896,,유티씨우주산업(주),이성○,경상북도 영천시 청통면 보성리 540 외 1필지,29192,분사기 및 소화기 제조업,032-812-3689,세륜기,4267,727.02,35.99319761,128.84570987
897,,은광인더스트리,박영○,경상북도 영천시 금호읍 오계리 산 5-5 외 2필지,30310,자동차 엔진용 신품 부품 제조업 외 1 종,054-333-8801,엔진및바디,1783,1059.39,35.91548858,128.88641383
898,,이강라이팅,김진○,경상북도 영천시 대창면 구지리 1076,28422,일반용 전기 조명장치 제조업 외 5 종,054-336-0315,"LED경관조명기구, 일반조명, 조명고정대, 조명제어장치, 전시 및 광고용 조명장치, 광섬유 조명, 조광기, 조형물 제작",,330,35.87438069,128.87534003
899,,이송산업개발(주),이철○,경상북도 영천시 대창면 구지리 1151번지,32029,기타 목재가구 제조업,054-338-1250,목 창호,3570,1414.64,35.87517731,128.86894603
900,,이에프특장차(주),구광○,경상북도 영천시 대창면 사리리 520-5번지 외 2필지,30201,차체 및 특장차 제조업 외 1 종,054-338-5660,"냉동탑차,탑차",13401,2899.56,35.88235452,128.86576754
901,,이엠티(EMT),예종○,경상북도 영천시 청통면 계포리 305번지,29199,그 외 기타 일반목적용 기계 제조업 외 2 종,054-336-3799,"Steel, Moter 등",1655,532.65,35.99525959,128.81046694
902,,인지조형디자인,정동○,경상북도 영천시 청통면 신학리 504번지,33910,간판 및 광고물 제조업 외 1 종,,조형물,2114,427.4,35.99683862,128.82191940
903,,일신산업,김진○,경상북도 영천시 대창면 구지리 1157번지,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,054-336-0111,압축보온보드,2401,450,35.87416675,128.86983202
904,,자연공간,윤정○,경상북도 영천시 금호읍 교대리 50번지,26329,기타 주변기기 제조업,054-336-2024,컴퓨터 케이스,719,388.68,35.93541888,128.87392287
905,,장애인편의증진경북협의회,손경○,경상북도 영천시 금호읍 원기리 7번지,25112,구조용 금속 판제품 및 공작물 제조업 외 3 종,054-335-4065,"볼라드,안전유도블럭",946,338.85,35.91389561,128.88291539
906,,정수테크,정래○,경상북도 영천시 대창면 사리리 430-1번지,25924,절삭가공 및 유사처리업,054-332-8610,차량오토빔,3173,609.8,35.88239482,128.87383844
907,,정식품,정민○,경상북도 영천시 화북면 오산리 1235번지 외 1필지,10832,천연 및 혼합조제 조미료 제조업,054-338-0532,고추가루,1269,408.15,36.08681633,128.91568195
908,,정우오토텍(주),정혜○,경상북도 영천시 대창면 사리리 215-1 번지 215-1 외 3필지,30320,자동차 차체용 신품 부품 제조업,054-333-1500,자동차용 가공용 부품,3104,1209.82,35.87578214,128.87460294
909,,정우하이텍주식회사,정혜○,경상북도 영천시 대창면 사리리 208-5번지,30399,그 외 자동차용 신품 부품 제조업 외 4 종,054-333-1500,"자동차부품, 자동차부품 시트프레임, 자동차부품, 자동차부품, 자동차부품",10004,4208.43,35.87451174,128.87821001
910,,정진고주파,주정○,경상북도 영천시 도남동 279-2번지,29150,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",054-336-4716,열처리기계 및 기타부품,1526,787,35.92511152,128.93783363
911,,정진케미텍,조승○,경상북도 영천시 용전리 382-1,22299,그 외 기타 플라스틱 제품 제조업,054-337-6693,플라스틱 마개,2044,506,35.98388011,129.00333814
912,,정현테크,장병○,경상북도 영천시 금호읍 신대리 737-42번지 외 4필지,30320,자동차 차체용 신품 부품 제조업,054-334-1501,"자동차부품(샤프트, 앙가, 와이어류)",2603,783,35.91149528,128.85613641
913,,제이더블유텍스,김수○,경상북도 영천시 임고면 효리 1041-1번지,13104,연사 및 가공사 제조업,054-336-0059,연사,1520,957.2,36.02921667,128.99891008
914,,제이엠에스주식회사,박현○,경상북도 영천시 북안면 내포리 189-1 외 3필지,22299,그 외 기타 플라스틱 제품 제조업,054-336-0906,"하우스 비닐크립, 작물 집게, 멀침핀",7925,1831.08,35.92769469,129.01274703
915,,제일가설산업(주),김경○,경상북도 영천시 북안면 반정리 430-1번지,25113,육상 금속 골조 구조재 제조업 외 1 종,054-336-2691,금속구조재,3810,625,35.93082775,128.99292733
916,,제일교구,박충○,경상북도 영천시 금호읍 신대리 325-3번지 외 1필지,32091,금속 가구 제조업 외 1 종,,"철재사물함, 책걸상",3834,492,35.92303643,128.86745646
917,,제일종합안전(주),김영○,경상북도 영천시 금호읍 남성리 147-16,25994,금속 표시판 제조업 외 2 종,,"도로표지병, 시선유도봉, 시선유도봉",1653,486.9,35.89266295,128.87782187
918,,조양곡물(주),조해○,경상북도 영천시 언하동 285-8번지 외 2필지,10511,곡물 도정업,054-333-3725,쌀,9731,4407.42,35.97873493,128.96359360
919,,조양향당,조숙○,경상북도 영천시 청통면 신원리 319번지,20424,표면광택제 및 실내가향제 제조업,054-336-3071,향,2109,433.2,36.02342469,128.78928292
920,,조에허브(주),조선○,경상북도 영천시 화산면 당곡리 172-3번지,10892,차류 가공업,054-331-5377,"임,농산물 식품 ",3043,1461.94,36.02428083,128.86666263
921,,조원산업2공장,홍진○,경상북도 영천시 금호읍 대곡리 734-5번지,13219,특수 직물 및 기타 직물 직조업,054-335-9105,타포린,4905,2044.12,35.89086341,128.91674414
922,,종동한과,류종○,경상북도 영천시 금호읍 오계리 232번지,10603,과자류 및 코코아 제품 제조업,054-332-4282,과자(한과),941,674.36,35.90644407,128.89167754
923,,종합맨홀스틸산업,김경○,경상북도 영천시 화산면 덕암리 548-43번지 외 1필지,24311,선철주물 주조업,054-336-0022,주철맨홀,,977.76,36.02658308,128.82953463
924,,주식회사경북컨테이너,엄성○,경상북도 영천시 작산동  310-1번지,25119,기타 구조용 금속제품 제조업,054-338-2111,컨테이너,2770,530.55,35.93951627,128.94346746
925,,주식회사경안테크,윤기○,경상북도 영천시 금호읍 오계리 56-20번지 외 8필지,25112,구조용 금속 판제품 및 공작물 제조업 외 6 종,031-2853-2058,"가드레일, 파이프, 차선분리대 등, 가드레일, 파이프, 차선분리대 등, 가드레일, 파이프, 차선분리대 등, 가드레일, 파이프, 차선분리대 등, 가드레일, 파이프, 차선분리대 등, 가드레일, 파이프, 차선분리대 등, 가드레일, 파이프, 차선분리대 등",12868,4067.95,35.91454470,128.88941529
926,,주식회사그린,"손위○,이원○",경상북도 영천시 임고면 매호리 893 c동,22299,그 외 기타 플라스틱 제품 제조업,054-336-4030,인조잔디,2608,968,36.00588109,128.96124056
927,,주식회사그린안전,이승○,경상북도 영천시 대창면 강회리 488,25932,일반철물 제조업,053-588-2133,"안전망, 거치대",4932,1596,35.89777362,128.88412881
928,,주식회사금돈바이오,박한○,경상북도 영천시 대창면 사리리 246 대영공업,29171,산업용 냉장 및 냉동 장비 제조업 외 3 종,054-332-9683,"농축산관련 기계장비, 냉방기(돈사에어컨)",3143,1345,35.87955257,128.87200313
929,,주식회사내츄럴엔,"한경○,한세○",경상북도 영천시 금호읍 삼호리 85-6번지,10897,건강기능식품 제조업 외 1 종,054-726-2206,"경옥고, 건강기능식품, 시벳머스크",10186,4274.59,35.91799188,128.88060761
930,,주식회사다온지아이에스,김윤○,경상북도 영천시 화룡동 206-1,25994,금속 표시판 제조업 외 1 종,054-338-0310,"건물번호판, 도로명판",,95,35.96433069,128.92157948
931,,주식회사대경포장,김도○,경상북도 영천시 봉동 822,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",,쇼핑봉투 및 비닐포장지,,393.8,35.92865478,128.94782525
932,,주식회사대금,정명○,경상북도 영천시 고경면 삼산리 157번지 외 2필지,25113,육상 금속 골조 구조재 제조업,054-336-9393,철골조립구조물,5206,892,35.99543995,129.08927719
933,,주식회사대영산업,권태○,경상북도 영천시 화산면 연계리 337-3번지,22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 1 종",054-336-5575,"PE수도관 및 하수관, 결합형 연결구",4932,1853.83,36.02119329,128.84225815
934,,주식회사대정철강,"강상○,김득○",경상북도 영천시 화산면 덕암리 92-1 외 1필지,24132,강관 제조업,054-333-9700,파형강관,7163,1484.38,36.03085172,128.83773937
935,영천북안농공단지,주식회사대진,정순○,경상북도 영천시 북안면 반정리 150-14 (주)지엘에스코리아,30399,그 외 자동차용 신품 부품 제조업,,BODY,3566,2302.76,35.93465269,128.99845828
936,,주식회사대창,권용○,경상북도 영천시 북안면 송포리 820,25122,금속탱크 및 저장용기 제조업,054-336-2977,스틸케이스,3053,1178,35.93381401,128.98505176
937,,주식회사데이웰즈,황정○,경상북도 영천시 봉동 810-5,10709,기타 식사용 가공처리 조리식품 제조업 외 1 종,070-5056-5436,즉석식품류,6340.8,2061.26,35.92643398,128.94661023
938,,주식회사디아이티,김동○,경상북도 영천시 금호읍 신대리 437-3,32029,기타 목재가구 제조업 외 4 종,054-337-1242,"아파트가구, 사무용가구, 철재가구, 아파트가구, 사무용가구, 철재가구, 아파트가구, 사무용가구, 철재가구, 아파트가구, 사무용가구, 철재가구, 아파트가구, 사무용가구, 철재가구",3509,1575.88,35.91728780,128.86428640
939,,주식회사디에이치,김현○,경상북도 영천시 고경면 해선리 704번지,23212,부정형 내화 요업제품 제조업,054-336-4901,내화물원료,2932,896.8,36.00274006,129.03516177
940,,주식회사디엠아이,강원○,경상북도 영천시 금호읍 오계리 65-12 외 6필지,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-336-9393,"펠릿(칩,알갱이)",9824,2420.46,35.91264107,128.89122886
941,,주식회사디엠아이2공장,강원○,경상북도 영천시 금호읍 오계리 34-15 외 3필지,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-335-6245,혼성및재성플라스틱소재물질제조업,5543,2039,35.91673877,128.89022856
942,,주식회사룩세라,권윤○,경상북도 영천시 청통면 애련리 99-3 (부3동 일부),28422,일반용 전기 조명장치 제조업 외 1 종,054-336-1996,"LED램프, 일반용 조명기구",,180,35.99926117,128.80645280
943,,주식회사명인산업,최성○,경상북도 영천시 임고면 선원리 709-3번지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-332-9023,머플러 부속품,12053,3324,36.04885464,128.96657273
944,,주식회사무계바이오농업회사법인,유명○,경상북도 영천시 북안면 유하리 41번지 외 5필지,20313,유기질 비료 및 상토 제조업,054-701-2990,"유박,유기질비료",6426,2913.21,35.93524024,128.97841485
945,,주식회사무궁글로벌,형영○,경상북도 영천시 고경면 상덕리 289-1번지,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,054-701-2201,친환경 스틸 파렛트,4925,2170.16,36.00449318,129.07358229
946,,주식회사미산,이선○,경상북도 영천시 채신동 656-1,20312,복합비료 및 기타 화학비료 제조업,054-337-1570,복합비료,2866,942,35.90453557,128.95178232
947,,주식회사벤토닉스,정일○,경상북도 영천시 신녕면 화성리 243,33999,그 외 기타 달리 분류되지 않은 제품 제조업,054-335-0502,반려동물용품제조(고양이모래),8597,1444.48,36.04335357,128.79942025
948,,주식회사부흥산업,채수○,경상북도 영천시 금호읍 오계리 56-30,25121,산업용 난방보일러 및 방열기 제조업,054-336-2230,산업용 방열기,3276,914.74,35.91396831,128.88916451
949,,주식회사서원테크,민기○,경상북도 영천시 신녕면 완전리 700-2번지,13104,연사 및 가공사 제조업 외 1 종,053-963-7950,,6505,3451.71,36.03883440,128.79359149
950,,주식회사세담그린텍,박기○,경상북도 영천시 금호읍 대곡리 731-2,29293,주형 및 금형 제조업,054-334-1749,자동차 프레스 금형,2443,400,35.89216073,128.91688520
951,,주식회사세화주철,박지○,경상북도 영천시 대창면 대창리 888-1 세원금속,24311,선철주물 주조업,,선철주물,3305,1264.76,35.87873455,128.88614914
952,,주식회사스틸앤정수,정문○,경상북도 영천시 대창면 사리리 430-1,25924,절삭가공 및 유사처리업,054-332-8610,자동차부품 파이프,,480,35.88239482,128.87383844
953,,주식회사신진알앤씨,신영○,경상북도 영천시 청통면 우천리 631 외 2필지,22199,그 외 기타 고무제품 제조업,054-337-1076,"고무배수로뚜껑, 고무칩",5143,893,35.98723591,128.87046325
954,영천화산농공단지,주식회사써드원,권민○,경상북도 영천시 화산면 유성리 200-2,22299,그 외 기타 플라스틱 제품 제조업 외 1 종,,인조잔디,,568,36.02106178,128.86010069
955,,주식회사에스에이치메드,김도○,경상북도 영천시 금노동 398-1 GNC경북천연염색 산업연구원,27199,그 외 기타 의료용 기기 제조업,054-337-3182,의료부품,,316.61,35.95487637,128.93070448
956,,주식회사에스제이티앤씨,차명○,경상북도 영천시 도남동 619-9번지,25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,054-331-8996,"외벽패널, 디자인휀스, 외벽패널, 디자인휀스, 외벽패널, 디자인휀스, 외벽패널, 디자인휀스, 외벽패널, 디자인휀스",1605,543.9,35.92697629,128.93656206
957,,주식회사에스케이알인터내셔널,장순○,경상북도 영천시 금호읍 호남리 443-4 외 4필지,13104,연사 및 가공사 제조업,,연사등,24616,3190,35.89338975,128.91490969
958,,주식회사에스피그린폴,소현○,경상북도 영천시 금호읍 삼호리 85-2,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,054-335-3400,난연스티로폴단열재,6782,3171.14,35.91713254,128.88043583
