연번,구분,상호명,도로명주소,지번주소,전화번호,위도,경도
1235,일반음식점,돈도니석쇠한판불고기,경상북도 영천시 망정1길 49 (야사동),경상북도 영천시 야사동 103-3 ,,35.97711634,128.94867925
1236,일반음식점,영림식육숯불가든,경상북도 영천시 북안면 운북로 1999-1,경상북도 영천시 북안면 고지리 549-4 ,054-331-3290,35.91570520,129.00936890
1237,일반음식점,동경수제돈카츠,"경상북도 영천시 시장4길 52, 55,56,57호 (완산동, 제1지구 )","경상북도 영천시 완산동 982-3 제1지구 55,56,57호",,35.96426957,128.93856849
1238,일반음식점,숙이네 가정식 백반,경상북도 영천시 금호읍 금호로 127-2,경상북도 영천시 금호읍 교대리 180-15 ,,35.93210894,128.87553067
1239,일반음식점,황금성,경상북도 영천시 청통면 금송로 988,경상북도 영천시 청통면 치일리 14 ,054-3369-938,35.99259976,128.82214776
1240,일반음식점,영천양꼬치,경상북도 영천시 호국로 115 (망정동),경상북도 영천시 망정동 173-10 ,,35.97564829,128.94985554
1241,일반음식점,칭구막창,경상북도 영천시 금호읍 금호로 39,경상북도 영천시 금호읍 덕성리 153-3 ,054-331-1777,35.92999393,128.86609210
1242,일반음식점,허대구 대구통닭 영천1호점,"경상북도 영천시 망정1길 174, 101동 102호 (망정동)",경상북도 영천시 망정동 329-1 ,054-337-8892,35.98132575,128.95170103
1243,일반음식점,청춘을파는상회영천점,"경상북도 영천시 영화로 340-1, 2층 (조교동)",경상북도 영천시 조교동 713-8 2층 ,054-335-0570,35.97242595,128.95182028
1244,일반음식점,배꼽시계,경상북도 영천시 하이브리드로 700-129 (봉동),경상북도 영천시 봉동 615 ,054-337-1041,,
1245,일반음식점,정가네감자탕해장국,경상북도 영천시 신녕면 장수로 1607,경상북도 영천시 신녕면 완전리 675-3 ,,36.03534536,128.79018349
1246,일반음식점,영양식당,경상북도 영천시 시장4길 41-1 (완산동),경상북도 영천시 완산동 994-57 ,,35.96468719,128.93825286
1247,일반음식점,성희포차,"경상북도 영천시 충효로 145, 103호 (야사동)",경상북도 영천시 야사동 146-1 103호,054-335-3505,35.97657387,128.94423730
1248,일반음식점,"모티묵,전이야기",경상북도 영천시 신녕면 장수로 1617,경상북도 영천시 신녕면 완전리 880 ,054-335-3980,36.03608553,128.78946977
1249,일반음식점,서산미풍식당,경상북도 영천시 서운길 24-1 (서산동),경상북도 영천시 서산동 516-3 ,054-338-3494,35.98150703,128.89801603
1250,일반음식점,화산돼지찌개 금호점,경상북도 영천시 금호읍 교대용대길 1,경상북도 영천시 금호읍 107 ,,35.93395553,128.87092758
1251,일반음식점,은정칼국수,"경상북도 영천시 문화새길 25, C동 2호 (야사동)",경상북도 영천시 야사동 186-4 ,054-338-5154,35.97334464,128.94694389
1252,일반음식점,금호양꼬치,경상북도 영천시 금호읍 금호로 132-1,경상북도 영천시 금호읍 722-3 ,1899-1760,35.93185679,128.87611888
1253,일반음식점,금두꺼비식당,경상북도 영천시 신녕면 불바위길 17,경상북도 영천시 신녕면 완전리 771-6 ,,36.04147664,128.79013452
1254,일반음식점,청담동 말자싸롱,"경상북도 영천시 망정1길 174, 107호 (망정동, 정암빌딩)",경상북도 영천시 망정동 329-1 ,054-336-6553,35.98132575,128.95170103
1255,일반음식점,나인로드 피제리아,"경상북도 영천시 충효로 60, 4층 (문외동)",경상북도 영천시 문외동 258-12 ,,35.97231906,128.93621217
1256,일반음식점,오복성,경상북도 영천시 금호읍 원제1길 5,경상북도 영천시 금호읍 원제리 486-2 ,054-331-4361,35.94086869,128.89801406
1257,일반음식점,보백관 영천점,경상북도 영천시 금호읍 금호로 361,경상북도 영천시 금호읍 522-3 ,054-331-8777,35.94123324,128.89853029
1258,일반음식점,서민통닭,"경상북도 영천시 망정1길 174, 110호 (망정동)",경상북도 영천시 망정동 329-1 ,,35.98132575,128.95170103
1259,일반음식점,미담,경상북도 영천시 쌍계길 51-4 (쌍계동),경상북도 영천시 쌍계동 118 ,054-336-8806,35.96230948,128.91041257
1260,일반음식점,우림막창,"경상북도 영천시 망정1길 200, 109호 (망정동)",경상북도 영천시 망정동 348-1 ,054-338-9588,35.98244513,128.95158208
1261,일반음식점,삼겹세상 영천점,경상북도 영천시 영화로 374 (망정동),경상북도 영천시 망정동 139 ,,35.97504988,128.95337021
1262,일반음식점,개성집,경상북도 영천시 호국로 118 (망정동),경상북도 영천시 망정동 191 ,054-332-7988,35.97521769,128.95021746
1263,일반음식점,pho38 (포삼팔),"경상북도 영천시 망정1길 200, 110호 (망정동, M프라자)",경상북도 영천시 망정동 348-1 ,054-335-0217,35.98244513,128.95158208
1264,일반음식점,연정구이,"경상북도 영천시 역전로 42-2, 2층 (완산동)",경상북도 영천시 완산동 901-24 ,,35.96074682,128.93771755
1265,일반음식점,아이벗치킨,경상북도 영천시 신녕면 장수로 1617,경상북도 영천시 신녕면 완전리 880 ,054-337-6028,36.03608553,128.78946977
1266,일반음식점,짚라인타는  산골마을,경상북도 영천시 화북면 배나무정길 67,경상북도 영천시 화북면 입석리 305 ,,36.14070405,128.95208882
1267,일반음식점,홍합대장,"경상북도 영천시 새천년공원길 31, 2층 (조교동)",경상북도 영천시 조교동 518-1 ,,35.98209546,128.95958308
1268,일반음식점,은해식당,경상북도 영천시 대창면 금창로 672-9,경상북도 영천시 대창면 대창리 743-5 ,054-337-3878,35.87585436,128.89550377
1269,일반음식점,와이식당,경상북도 영천시 백신애길 2 (과전동),경상북도 영천시 과전동 73-3 ,054-338-8188,35.96692615,128.92907104
1270,일반음식점,밥통,"경상북도 영천시 하이브리드로 700-129, 2동 202호 (봉동)",경상북도 영천시 봉동 615 ,,,
1271,일반음식점,장군찜닭 이모네 찜갈비,경상북도 영천시 중앙동3길 36 (문외동),경상북도 영천시 문외동 126-4 ,,35.97442032,128.93249469
1272,일반음식점,가장 맛있는 족발 영천점,"경상북도 영천시 망정1길 200, 105,106,107호 (망정동)",경상북도 영천시 망정동 348-1 ,,35.98244513,128.95158208
1273,일반음식점,세종식당,경상북도 영천시 신녕면 구디티길 6,경상북도 영천시 신녕면 875-1 ,054-335-0302,36.03708009,128.78857176
1274,일반음식점,굴세상 메밀국수,경상북도 영천시 장천길 5 (조교동),경상북도 영천시 조교동 743 해와달 101호,054-333-3837,35.97059483,128.95096734
1275,일반음식점,도암길손식당,경상북도 영천시 고경면 호국로 494,경상북도 영천시 고경면 창하리 374-15 ,,35.98536781,128.98960310
1276,일반음식점,카페 폴라,경상북도 영천시 우로들길 109 (망정동),경상북도 영천시 망정동 398-3 ,,35.98482983,128.95219233
1277,일반음식점,카페베네 영천점,"경상북도 영천시 시청로 15, 2층 (문외동)",경상북도 영천시 문외동 38-3 ,054-335-1225,35.97194260,128.93796831
1278,일반음식점,감포은정아구,경상북도 영천시 삼산길 10-7 (문외동),경상북도 영천시 문외동 38-2 ,,35.97189051,128.93771531
1279,일반음식점,명가식당,경상북도 영천시 청통면 금송로 952-2,경상북도 영천시 청통면 516-31 ,,35.98979113,128.82361140
1280,일반음식점,은영이친구식당,경상북도 영천시 시장1길 12 (완산동),경상북도 영천시 완산동 1065-99 지하 ,054-337-3357,35.96430254,128.93585695
1281,일반음식점,스마일실내포장마차,경상북도 영천시 완산중앙3길 24-4 (완산동),경상북도 영천시 완산동 905-32 ,,35.96219359,128.93756320
1282,일반음식점,돼지친구네,경상북도 영천시 망정1길 186 (망정동),경상북도 영천시 망정동 347-3 ,,35.98196962,128.95159036
1283,일반음식점,뚱빵이칼국수,경상북도 영천시 상록5길 3 (야사동),경상북도 영천시 야사동 335-15 ,054-331-0022,35.97465007,128.94089401
1284,일반음식점,동해물회,경상북도 영천시 망정1길 176-15 (망정동),경상북도 영천시 망정동 347-8 ,,35.98212120,128.95175467
1285,일반음식점,이름없는 술집,"경상북도 영천시 망정1길 174, 104호 (망정동)",<REPLACE>,,35.98132575,128.95170103
1286,일반음식점,키즈몽,경상북도 영천시 장천길 5 (조교동),경상북도 영천시 조교동 743 2층 ,054-335-4801,35.97059483,128.95096734
1287,일반음식점,별돈까스,경상북도 영천시 천문로 201 (금노동),경상북도 영천시 금노동 617-45 ,,35.95657193,128.93162818
1288,일반음식점,새천안축산식당,경상북도 영천시 천문로 117 (도동),경상북도 영천시 도동 234-4 ,,35.94927614,128.92863291
1289,일반음식점,응급실국물떡볶이 (영천포은점),"경상북도 영천시 망정1길 171, 201동 2층 (야사동, 한신THE휴영천퍼스트)",경상북도 영천시 야사동 671 한신THE휴영천퍼스트 ,,35.98262206,128.95108093
1290,일반음식점,브라보,"경상북도 영천시 역전로 9, 2층 (완산동)",경상북도 영천시 완산동 1075-5 ,054-335-7577,35.96298427,128.93520011
1291,일반음식점,소담길,경상북도 영천시 창대서원1길 9-14 (과전동),경상북도 영천시 과전동 16 ,,35.96570210,128.93039089
1292,일반음식점,완산옥,"경상북도 영천시 시장2길 35, 1층 (완산동)",경상북도 영천시 완산동 988-55 ,,35.96510251,128.93697773
1293,일반음식점,두찜 영천야사점,경상북도 영천시 상록2길 6 (야사동),경상북도 영천시 야사동 170-1 ,,35.97334362,128.94329756
1294,일반음식점,만파식적,"경상북도 영천시 시장2길 35, 2층 (완산동)",경상북도 영천시 완산동 988-55 ,054-336-1116,35.96510251,128.93697773
1295,일반음식점,전국수산,경상북도 영천시 신녕면 장수로 1617,경상북도 영천시 신녕면 완전리 880 ,054-333-2143,36.03608553,128.78946977
1296,일반음식점,포구어가,경상북도 영천시 호국로 135 (망정동),경상북도 영천시 망정동 208-8 ,054-332-4250,35.97613968,128.95202794
1297,일반음식점,수성식당,경상북도 영천시 영천산단로 347-17 (채신동),경상북도 영천시 채신동 751-7 ,,35.91540939,128.95001364
1298,일반음식점,보영식육식당,경상북도 영천시 화남면 천문로 1617,경상북도 영천시 화남면 삼창리 203-2 ,054-338-5089,36.06179503,128.89231320
1299,일반음식점,신통치킨 영천창신점,경상북도 영천시 언하공단로 90 (망정동),경상북도 영천시 망정동 471-2 ,054-334-3838,35.98621269,128.95387041
1300,일반음식점,한국전통곰탕,경상북도 영천시 고경면 호국로 403,경상북도 영천시 고경면 창하리 885-1 ,054-335-7720,35.98140019,128.98067120
1301,일반음식점,문나이트라운지클럽,"경상북도 영천시 시장로 41, 2층 (완산동)",경상북도 영천시 완산동 1073-9 ,054-331-2006,35.96352191,128.93477382
1302,일반음식점,팔공산숯불명가,경상북도 영천시 호국로 89 (야사동),경상북도 영천시 야사동 133-2 ,,35.97485250,128.94716845
1303,일반음식점,고향식당,경상북도 영천시 북안면 고지길 36,경상북도 영천시 북안면 고지리 417 ,,35.90577957,129.01288884
1304,일반음식점,오삼불고기,경상북도 영천시 고경면 호국로 458-1,경상북도 영천시 고경면 창하리 713-17 ,054-332-8888,35.98368472,128.98614140
1305,일반음식점,수정곰탕,"경상북도 영천시 금호읍 금호로 101, 영천금호전통시장 상설점포 제1지구11호",경상북도 영천시 금호읍 교대리 167-35 영천금호전통시장 ,054-333-9826,35.93178888,128.87331114
1306,일반음식점,면사무소,경상북도 영천시 시장로 47-2 (완산동),경상북도 영천시 완산동 1071-1 ,054-338-7277,35.96376197,128.93552525
1307,일반음식점,키하야 영천점,경상북도 영천시 중앙동1길 22 (문외동),경상북도 영천시 문외동 198-15 ,,35.97277665,128.93445224
1308,일반음식점,삼창치킨,경상북도 영천시 화남면 천문로 1608,경상북도 영천시 화남면 삼창리 222 ,,36.06092504,128.89228434
1309,일반음식점,커피 사관학교,"경상북도 영천시 신녕면 대학길 105, 성덕대학교",경상북도 영천시 신녕면 화남리 1135-5 성덕대학교 ,054-335-3352,36.06391190,128.76147638
1310,일반음식점,60계치킨 경북영천점,경상북도 영천시 망정1길 176-12 (망정동),경상북도 영천시 망정동 346-1 ,054-332-2772,35.98182387,128.95182546
1311,일반음식점,임진강,경상북도 영천시 화남면 천문로 1709-2,경상북도 영천시 화남면 삼창리 108-2 ,,36.06728384,128.89936179
1312,일반음식점,교동면옥(영천점),경상북도 영천시 영화로 340-1 (조교동),경상북도 영천시 조교동 733-2 ,,35.97242595,128.95182028
1313,일반음식점,#인생전집 1호점,경상북도 영천시 최무선로 211 (성내동),경상북도 영천시 성내동 189-7 ,054-335-3134,35.96329145,128.92400914
1314,일반음식점,호미F&B,"경상북도 영천시 야사시장길 43, A동 105호 (야사동)",경상북도 영천시 야사동 192-2 ,,35.97353147,128.94781820
1315,일반음식점,육대장(영천점),경상북도 영천시 영화로 330 (조교동),경상북도 영천시 조교동 731-4 ,,35.97143191,128.95124330
1316,일반음식점,예가숯불왕갈비,경상북도 영천시 우로들길 109 (망정동),경상북도 영천시 망정동 398-3 ,,35.98482983,128.95219233
1317,일반음식점,야사동339,경상북도 영천시 야사오미길 58 (야사동),경상북도 영천시 야사동 339 ,054-336-0726,35.97990959,128.93900571
1318,일반음식점,비법국밥,경상북도 영천시 중앙동2길 89-4 (문내동),경상북도 영천시 문내동 229-9 ,054-336-6818,35.97362534,128.93204239
1319,일반음식점,완산식당,경상북도 영천시 완산중앙9길 25 (완산동),경상북도 영천시 완산동 984-6 ,,35.96284305,128.93865983
1320,일반음식점,장날족발,"경상북도 영천시 시장로 75, 영천공설시장 C-5, 제1호 (완산동)",경상북도 영천시 완산동 982-19 영천공설시장 ,,35.96370435,128.93859897
1321,일반음식점,골드바(GOLD BAR),경상북도 영천시 중앙동1길 77 (문외동),경상북도 영천시 문외동 126-8 ,054-338-1531,35.97488115,128.93242820
1322,일반음식점,만당,"경상북도 영천시 영천산단로 345, 1층 105호 (채신동)",경상북도 영천시 채신동 751-2 ,054-338-4236,35.91543260,128.94826879
1323,일반음식점,김밥이랑 국수랑,"경상북도 영천시 충효로 97, 2호 (문외동, 무궁화타운)",경상북도 영천시 문외동 49 무궁화타운 ,054-337-3652,35.97503426,128.93865266
1324,일반음식점,영천참붕어,경상북도 영천시 야사시장길 21 (야사동),경상북도 영천시 야사동 188-5 ,054-336-5747,35.97367614,128.94728855
1325,일반음식점,주왕산 삼계탕,경상북도 영천시 언하공단로 131 (야사동),경상북도 영천시 야사동 2-2 ,054-335-0257,,
1326,일반음식점,수미당,"경상북도 영천시 시장4길 30, 영천공설시장 115-1호 (완산동)",경상북도 영천시 완산동 982-31 영천공설시장 ,054-335-1543,35.96422237,128.93751547
1327,일반음식점,별해별감자탕,경상북도 영천시 호국로 170 (조교동),경상북도 영천시 조교동 702-3 ,054-337-7723,35.97639070,128.95582582
1328,일반음식점,큰엄마국밥,"경상북도 영천시 시장4길 52, 영천공설시장 (완산동)",경상북도 영천시 완산동 982-3 영천공설시장 ,054-338-9969,35.96426957,128.93856849
1329,일반음식점,커들리,경상북도 영천시 임고면 포은로 465,경상북도 영천시 임고면 양항리 483 ,,36.01817777,128.97402079
1330,일반음식점,나눔터휴게실,경상북도 영천시 신녕면 장수로 1629,경상북도 영천시 신녕면 완전리 871 ,054-331-8221,36.03723246,128.78878178
1331,일반음식점,황금석쇠불고기,경상북도 영천시 언하공단로 84 (망정동),경상북도 영천시 망정동 471-5 ,,35.98633537,128.95451772
1332,일반음식점,전원향기,경상북도 영천시 청통면 청통로 458,경상북도 영천시 청통면 보성리 518-1 ,,35.99258278,128.84405508
1333,일반음식점,백야,경상북도 영천시 고경면 호국로 1071-2,경상북도 영천시 고경면 해선리 318-5 ,,36.00138124,129.04658542
1334,일반음식점,신 임고식당,경상북도 영천시 고경면 호국로 1080,경상북도 영천시 고경면 해선리 320-17 ,054-338-1237,36.00109502,129.04764473
1335,일반음식점,가야골수라간,경상북도 영천시 금호읍 가야길 93-29,경상북도 영천시 금호읍 약남리 99-2 ,054-331-0682,35.90074335,128.93168198
1336,일반음식점,홍원,경상북도 영천시 천문로 598 (오미동),경상북도 영천시 오미동 1158-1 ,,35.98806919,128.92408098
1337,일반음식점,안가뒷고기 금호점,경상북도 영천시 금호읍 금호로 76,경상북도 영천시 금호읍 덕성리 105-10 ,054-338-7079,35.93052161,128.87018502
1338,일반음식점,자매 콩마을,경상북도 영천시 포은로 17 (언하동),경상북도 영천시 언하동 289 ,,35.97958002,128.96254544
1339,일반음식점,돈통,경상북도 영천시 천문로 110 (도동),경상북도 영천시 도동 232-9 ,,35.94824855,128.92968910
1340,일반음식점,쁠랑(Plan),경상북도 영천시 임고면 방목길 27,경상북도 영천시 임고면 효리 804-1 ,,36.03627146,129.00859796
1341,일반음식점,선재식당,경상북도 영천시 시장2길 7 (완산동),경상북도 영천시 완산동 987-41 ,054-338-4445,35.96377247,128.93713617
1342,일반음식점,장어추어탕,경상북도 영천시 신녕면 장수로 1607,경상북도 영천시 신녕면 완전리 675-3 ,,36.03534536,128.79018349
1343,일반음식점,민주식당,경상북도 영천시 문내1길 37-20 (문외동),경상북도 영천시 문외동 123-1 ,054-335-0077,,
1344,일반음식점,꽃동산국수,경상북도 영천시 왕평길 44 (교촌동),경상북도 영천시 교촌동 303 ,,35.96682210,128.92508682
1345,일반음식점,라라호프,경상북도 영천시 강남길 19 (완산동),경상북도 영천시 완산동 1062-1 ,054-337-2368,35.96447897,128.93557465
1346,일반음식점,토방식당,경상북도 영천시 장수로 31-2 (화룡동),경상북도 영천시 화룡동 260-4 ,,35.96443008,128.92040133
1347,일반음식점,뽀빠이왕족발,경상북도 영천시 청통면 청통로 804,경상북도 영천시 청통면 치일리 203-27 ,054-337-8981,,
1348,일반음식점,누리식당,경상북도 영천시 상록2길 23 (야사동),경상북도 영천시 야사동 335-58 ,054-336-1543,35.97398256,128.94251795
1349,일반음식점,옛날국시,경상북도 영천시 통운길 7 (완산동),경상북도 영천시 완산동 1085-1 ,,35.96120970,128.93668276
1350,일반음식점,카페솔,"경상북도 영천시 청통면 청통로 894-48, 부산식당",경상북도 영천시 청통면 치일리 407 부산식당 ,,,
1351,일반음식점,"CAFE, IN",경상북도 영천시 임고면 포은로 453-51,경상북도 영천시 임고면 양항리 519 ,,36.01984272,128.97050778
1352,일반음식점,봄향월남쌈샤브샤브&커피,경상북도 영천시 언하공단뒷길 82 (신기동),경상북도 영천시 신기동 269 ,,35.99199412,128.95680477
1353,일반음식점,지코바 야사1호점,경상북도 영천시 모란4길 12 (야사동),경상북도 영천시 야사동 331-4 ,,35.97592700,128.94056540
1354,일반음식점,써니카페,경상북도 영천시 완산중앙4길 18 (완산동),경상북도 영천시 완산동 907-16 ,054-333-3345,35.96205608,128.93828948
1355,일반음식점,용문각,"경상북도 영천시 완산로 20 (완산동, 윤창BH홈타운)",경상북도 영천시 완산동 910-6 윤창BH홈타운 102호,054-334-6969,35.96196838,128.93955901
1356,일반음식점,다트나인,경상북도 영천시 천문로 464 (오미동),경상북도 영천시 오미동 1725 ,054-337-5551,35.97790056,128.92599166
1357,일반음식점,경양식 제작소헤베 영천점,"경상북도 영천시 호국로 10, 2층 (문외동)",경상북도 영천시 문외동 41-4 ,054-337-8592,35.97114347,128.93962218
1358,일반음식점,원조산호숯불아나고곰장어막창,경상북도 영천시 언하공단로 88 (망정동),경상북도 영천시 망정동 471-3 ,054-338-8533,35.98625505,128.95404604
1359,일반음식점,점태네닭발,경상북도 영천시 호국로 52 (야사동),경상북도 영천시 야사동 178-20 ,,35.97307214,128.94360813
1360,일반음식점,우양구이,경상북도 영천시 조양길 120 (문내동),경상북도 영천시 문내동 229-3 ,054-336-7785,35.97312401,128.93215348
1361,일반음식점,나는닭,경상북도 영천시 중앙동1길 2 (문외동),경상북도 영천시 문외동 198-9 ,,35.97222703,128.93487383
1362,일반음식점,티바두마리치킨 영천1호점,경상북도 영천시 호국로 11 (문외동),경상북도 영천시 문외동 40-34 ,054-333-8900,35.97155210,128.93955212
1363,일반음식점,아지트,"경상북도 영천시 망정1길 176-12, 103호 (망정동)",경상북도 영천시 망정동 346-1 ,,35.98182387,128.95182546
1364,일반음식점,바른,경상북도 영천시 언하공단로 110-12 (망정동),경상북도 영천시 망정동 519-5 ,054-333-8384,,
1365,일반음식점,국수랑 김밥이랑,경상북도 영천시 숭렬당길 39 (교촌동),경상북도 영천시 교촌동 168-9 ,054-335-9282,35.96745537,128.92841096
1366,일반음식점,영천대표밀면,경상북도 영천시 중앙동3길 36 (문외동),경상북도 영천시 문외동 126-4 ,054-331-1085,35.97442032,128.93249469
1367,일반음식점,육식인생,경상북도 영천시 망정1길 176-12 (망정동),경상북도 영천시 망정동 346-1 ,,35.98182387,128.95182546
1368,일반음식점,바보형제 쭈꾸미 영천점,경상북도 영천시 망정로 47 (망정동),경상북도 영천시 망정동 318 ,054-333-0202,35.98048342,128.95242402
1369,일반음식점,지영,경상북도 영천시 고경면 호국로 495,경상북도 영천시 고경면 창하리 630 ,054-333-8321,,
1370,일반음식점,양평칼국수,경상북도 영천시 망정3길 11 (망정동),경상북도 영천시 망정동 208-1 ,0543-3678-70,35.97649787,128.95206288
1371,일반음식점,도야족발 영천점,"경상북도 영천시 삼산길 21, 102호 (문외동)",경상북도 영천시 문외동 258-13 ,,35.97229956,128.93664007
1372,일반음식점,만복이쭈꾸미낙지볶음,경상북도 영천시 영화로 354 (조교동),경상북도 영천시 조교동 712 ,054-335-0086,35.97325732,128.95251908
1373,일반음식점,일미부산밀면,경상북도 영천시 강남길 21 (완산동),경상북도 영천시 완산동 1062-34 ,0543-3133-16,35.96463687,128.93582909
1374,일반음식점,은솔정,경상북도 영천시 고경면 호국로 577,경상북도 영천시 고경면 도암리 925-1 ,054-333-5849,35.98980516,128.99737267
1375,일반음식점,명성우렁이 쌈밥,경상북도 영천시 언하공단뒷길 85 (망정동),경상북도 영천시 망정동 409-2 ,054-338-0117,35.99156798,128.95642943
1376,일반음식점,샤브향 영천점,경상북도 영천시 영화로 354 (조교동),경상북도 영천시 조교동 712 ,054-336-5009,35.97325732,128.95251908
1377,일반음식점,누부야 식당,경상북도 영천시 동문길 96 (문외동),경상북도 영천시 문외동 165-4 ,,35.96997681,128.93558306
1378,일반음식점,옛골식당,경상북도 영천시 완산로 18 (완산동),경상북도 영천시 완산동 926-1 ,054-335-1307,35.96170729,128.93935785
1379,일반음식점,대박호프,경상북도 영천시 시청남1길 12-10 (문외동),경상북도 영천시 문외동 40-26 ,054-333-0660,35.97177351,128.93962337
1380,일반음식점,시골슈퍼 포장마차,경상북도 영천시 화남면 천문로 1626,경상북도 영천시 화남면 삼창리 184-3 ,,36.06238511,128.89300299
1381,일반음식점,전으로 통하는 문화,"경상북도 영천시 언하공단로 60, 105호 (망정동)",경상북도 영천시 망정동 417-32 ,054-337-6002,35.98651445,128.95704365
1382,일반음식점,엄마의 부엌,경상북도 영천시 금호읍 교대길 15,경상북도 영천시 금호읍 교대리 213-3 ,,35.93229742,128.87146092
1383,일반음식점,신화불족발불보쌈,경상북도 영천시 상록2길 13 (야사동),경상북도 영천시 야사동 168-8 ,054-335-0525,35.97347338,128.94259659
1384,일반음식점,신식반점,경상북도 영천시 상록2길 21 (야사동),경상북도 영천시 야사동 335-61 ,054-337-2225,35.97386446,128.94259913
1385,일반음식점,고경오케이치킨,경상북도 영천시 고경면 호국로 1076-3,경상북도 영천시 고경면 해선리 321-22 ,054-334-0477,36.00094053,129.04702527
1386,일반음식점,명륜진사갈비 경북 영천점,경상북도 영천시 호국로 139 (망정동),경상북도 영천시 망정동 206-8 ,,35.97621690,128.95245270
1387,일반음식점,영풍대말식육식당,경상북도 영천시 동강포길 29-9 (도남동),경상북도 영천시 도남동 691-4 ,0543-3398-98,35.92808448,128.92959458
1388,일반음식점,손안애스시뷔페,"경상북도 영천시 영화로 354, 3층 (조교동)",경상북도 영천시 조교동 712 ,054-333-9658,35.97325732,128.95251908
1389,일반음식점,명가정,경상북도 영천시 청통면 청통로 894-37,경상북도 영천시 청통면 치일리 405-10 ,,,
1390,일반음식점,태화반점,경상북도 영천시 금호읍 금호로 157,경상북도 영천시 금호읍 교대리 147-5 ,,35.93316050,128.87855033
1391,일반음식점,알콩달콩 청국장,경상북도 영천시 영화로 241 (완산동),경상북도 영천시 완산동 620-1 ,054-337-9966,35.96433685,128.94807688
1392,일반음식점,얼큰이 영천점,경상북도 영천시 상록2길 7 (야사동),경상북도 영천시 야사동 169-1 ,054-337-7119,35.97336233,128.94294895
1393,일반음식점,푸라닭 경북영천점,"경상북도 영천시 망정1길 200, 108호 (망정동)",경상북도 영천시 망정동 348-1 ,,35.98244513,128.95158208
1394,일반음식점,키스카페,경상북도 영천시 완산중앙3길 23-1 (완산동),경상북도 영천시 완산동 905-13 ,054-338-1133,35.96232542,128.93710052
1395,일반음식점,별빛순두부,경상북도 영천시 화남면 천문로 1502-7,경상북도 영천시 화남면 선천리 1095 ,,36.05240805,128.89365669
1396,일반음식점,교촌 식육식당,경상북도 영천시 운동장로 36 (교촌동),경상북도 영천시 교촌동 258 ,054-331-8747,35.96613376,128.92450281
1397,일반음식점,장수식당,경상북도 영천시 완산6길 13 (완산동),경상북도 영천시 완산동 1000-58 ,054-333-3394,35.96677863,128.93965785
1398,일반음식점,윤씨네반점,경상북도 영천시 금호읍 금호로 337-12,경상북도 영천시 금호읍 원제리 477-1 ,054-333-8747,35.94054098,128.89624752
1399,일반음식점,나비포차,경상북도 영천시 옛군청1길 15 (창구동),경상북도 영천시 창구동 38 ,,35.96783769,128.93172983
1400,일반음식점,그레이스,경상북도 영천시 강남길 43 (완산동),경상북도 영천시 완산동 1000-85 ,054-337-0822,35.96586699,128.93759981
1401,일반음식점,장땡식당,경상북도 영천시 약전길 102 (완산동),경상북도 영천시 완산동 787-2 ,,35.96137299,128.94446606
1402,일반음식점,돼지에박힌돌,"경상북도 영천시 야사시장길 43, C동 104호 (야사동)",경상북도 영천시 야사동 192-2 ,,35.97372840,128.94795562
1403,일반음식점,미성식당,경상북도 영천시 충효로 144 (야사동),경상북도 영천시 야사동 149 ,,35.97618579,128.94426705
1404,일반음식점,유가네 닭갈비 영천점,"경상북도 영천시 망정1길 200, 2층 201호 (망정동)",경상북도 영천시 망정동 348-1 ,,35.98244513,128.95158208
1405,일반음식점,국가대표 109 영천망정점,경상북도 영천시 망정2길 184 (망정동),경상북도 영천시 망정동 332-3 ,054-336-9799,35.98138781,128.95243793
1406,일반음식점,용천삼계탕,경상북도 영천시 강변로 50-7 (금노동),경상북도 영천시 금노동 586-6 ,,35.96058110,128.92846387
1407,일반음식점,큰 기와집,"경상북도 영천시 천문로 485, 동의참누리원영천한의마을 (화룡동)",경상북도 영천시 화룡동 산 43 동의참누리원영천한의마을 ,,35.97726281,128.92193847
1408,일반음식점,엄마손분식,"경상북도 영천시 시장로 65, A-8호 (완산동)",경상북도 영천시 완산동 982-17 ,,35.96364428,128.93752894
1409,일반음식점,백년한우 정육식당,경상북도 영천시 청통면 부흥길 93,경상북도 영천시 청통면 치일리 121 ,054-337-4147,35.99203758,128.81428434
1410,일반음식점,국시랑 김밥,경상북도 영천시 화산면 장수로 926-2,경상북도 영천시 화산면 유성리 590-2 ,,36.01860912,128.85602271
1411,일반음식점,강남베트남쌀국수,경상북도 영천시 강남2길 14-6 (완산동),경상북도 영천시 완산동 1269-49 ,,35.96474898,128.93543270
1412,일반음식점,푸짐한쌈밥한식,경상북도 영천시 약전길 16 (완산동),경상북도 영천시 완산동 925-25 ,054-338-7780,35.96101323,128.93987636
1413,일반음식점,금보막창,경상북도 영천시 금호읍 금호로 140,경상북도 영천시 금호읍 냉천리 693-1 ,054-335-2534,35.93206541,128.87688866
1414,일반음식점,보배숯불,경상북도 영천시 언하공단로 110-12 (망정동),경상북도 영천시 망정동 519-5 ,,,
1415,일반음식점,어무이 손칼국수,경상북도 영천시 무궁화길 44 (문외동),경상북도 영천시 문외동 5-32 ,054-330-8867,35.97343477,128.93701352
1416,일반음식점,운주골한우가마솥국밥,"경상북도 영천시 포은로 21, 부1동 (언하동)",경상북도 영천시 언하동 290-1 ,,35.97994405,128.96245580
